artist_name,track_name,track_id,album_name,album_id,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,featured_artists,type,duration,year,month,day_of_the_week
Sarz,Shoknorris (feat. Burna Boy),64MMT8braSdq2MyqEeME1U,Shoknorris (feat. Burna Boy),6Mm3f64tkd6mMb4QpkTQVK,2014-08-18,15.0,False,0.715,0.765,G,-5.359,Major,0.13,0.0129,0.0033,0.121,0.479,125.044,4.0,Burna Boy,Feature,03:18,2014,August,Monday
Burna Boy,Show & Tell (feat. Future),3dVCcRzAulDIuQQoQpDBTb,African Giant,34vlTd4355ddD4q9pPsoqF,2019-07-25,46.0,True,0.623,0.724,E,-5.237,Minor,0.242,0.0967,3.31e-06,0.09,0.614,127.351,5.0,Future,Album,02:42,2019,July,Thursday
Headie One,Siberia (feat. Burna Boy),0lgUn1bN5txujF60W7YAbv,EDNA (Deluxe),4KxJRAHWvrJSIeftGB9PHP,2021-02-12,46.0,True,0.873,0.6,G,-7.178,Major,0.192,0.623,0.0,0.0701,0.705,124.01,4.0,Burna Boy,Feature,02:53,2021,February,Friday
Stonebwoy,Sick Inna Head (feat. Burna Boy),34CKvCOGsjOdcioupCi69l,Sick Inna Head (feat. Burna Boy),4YPqsjiSvqc7j4HMOP8s1V,2016-03-05,0.0,False,0.699,0.845,G#/Ab,-2.705,Major,0.0368,0.656,0.0,0.279,0.703,110.002,4.0,Burna Boy,Feature,03:13,2016,March,Saturday
Mahalia,Simmer (feat. Burna Boy),5S2TCmPS3UUrG3ZK7NBa7b,LOVE AND COMPROMISE,6tbaSZ6Q72kofaJtscUwFA,2019-09-06,60.0,False,0.693,0.744,F,-3.94,Minor,0.0496,0.227,0.0,0.244,0.64,91.722,4.0,Burna Boy,Feature,02:47,2019,September,Friday
Burna Boy,Single,7E9HGMyzcPKMEgQ6wYCZU5,On a Spaceship,6NW4thIIMVcb6Wedxqu6ev,2015-03-13,28.0,False,0.862,0.764,C,-5.986,Minor,0.0701,0.331,4.22e-06,0.106,0.647,101.974,4.0,Wizkid,Album,03:31,2015,March,Friday
Burna Boy,Sittin' On Top Of The World,4L4m2mgZDF8KIkJPdWWIAf,Sittin' On Top Of The World,3QZxr89jANriqgMK02R9Bn,2023-06-01,69.0,True,0.789,0.839,G#/Ab,-4.24,Major,0.0589,0.0321,0.00476,0.108,0.656,98.021,4.0,,Single,02:39,2023,June,Thursday
Burna Boy,Sittin' On Top Of The World (feat. 21 Savage),0TIYRdf5622SXVPEDvawPy,I Told Them...,1JzjwUKkPsdHg1SQ7qa5hc,2023-08-24,62.0,True,0.797,0.848,C#/Db,-4.484,Major,0.0818,0.0326,0.000218,0.108,0.769,98.005,4.0,21 Savage,Album,03:08,2023,August,Thursday
Burna Boy,Smoke,4FOjYwJYnsTejMPI9uwJy5,"Best of Burn Series, Vol. 1",5lrPUSLO9MKGPi9SgaGNzw,2011-04-28,40.0,True,0.757,0.399,D,-10.151,Major,0.1,0.214,2.41e-05,0.0934,0.96,76.972,4.0,Onosz,Compilation,04:48,2011,April,Thursday
Burna Boy,Soke,4bzS0aUqNJIKiXk86k4tol,On a Spaceship,6NW4thIIMVcb6Wedxqu6ev,2015-03-13,53.0,False,0.647,0.497,A,-11.174,Major,0.104,0.599,5.86e-06,0.102,0.883,203.868,4.0,,Album,03:38,2015,March,Friday
Burna Boy,Solid (feat. Blxst & Kehlani),1XhaUSmhANVIRtDvs7p2UP,"Love, Damini",6kgDkAupBVRSqbJPUaTJwQ,2022-07-07,58.0,False,0.554,0.509,C#/Db,-9.429,Major,0.339,0.149,1.86e-05,0.094,0.718,199.874,4.0,"Blxst, Kehlani",Album,03:15,2022,July,Thursday
Olamide,Sons of Anarchy (feat. Burna Boy & Phyno),5ArzfZrKeWP8dfzDRArGsL,The Glory,6z6r9RgyDDp35cfOAixpvq,2016-12-26,33.0,True,0.458,0.848,B,-2.964,Major,0.364,0.669,0.0,0.0952,0.883,204.999,4.0,"Burna Boy, Phyno",Feature,02:20,2016,December,Monday
Sarkodie,Special Sumone (feat. Burna Boy n Aka),7iwOlLnaysT2Z92dx3PTio,Sarkology,1FUPZGZNwvXHj5F5M8UTOb,2014-01-02,37.0,False,0.47,0.869,D#/Eb,-6.257,Major,0.0577,0.173,1.95e-06,0.0952,0.706,122.028,4.0,Burna Boy N Aka,Feature,04:18,2014,January,Thursday
Burna Boy,Spiritual,5nc35fYrpKw3EPd5i9jqqP,African Giant,34vlTd4355ddD4q9pPsoqF,2019-07-25,47.0,False,0.884,0.714,F#/Gb,-5.989,Minor,0.0775,0.144,1.01e-05,0.143,0.644,113.025,4.0,,Album,03:41,2019,July,Thursday
Kabza De Small,Sponono,5T6wd1ScvJGSz17zMCugW0,I Am The King Of Amapiano: Sweet & Dust,5YiIm4cWzk8dDshWB179mE,2020-06-26,2.0,False,0.899,0.558,D,-12.303,Minor,0.0796,0.0533,0.00332,0.0218,0.401,113.011,4.0,"Wizkid, Burna Boy, Cassper Nyovest, Madumane",Feature,06:35,2020,June,Friday
Asake,Sungba (feat. Burna Boy) - Remix,5FtWjKVBTMklN2yCP9UhF6,Sungba (Remix) [feat. Burna Boy],4zK5YK5uXEDbGPnvv7DCNE,2022-03-27,55.0,False,0.861,0.588,G,-8.861,Major,0.243,0.00913,0.0,0.0591,0.705,111.995,4.0,Burna Boy,Feature,03:30,2022,March,Sunday
Fall Out Boy,Sunshine Riptide,0ZqqrBHeSeyZahfcyw9N8O,MANIA,16xtTZvPH6PXcwSqYqJHHG,2018-01-19,50.0,True,0.585,0.731,B,-5.186,Major,0.0376,0.00163,0.0,0.0462,0.804,133.981,4.0,Burna Boy,Feature,03:24,2018,January,Friday
Stonebwoy,Take You Home,29CIAWmXSlwuUirmuI18BN,Epistles of Mama,22SPXtFzEEjbhUCDB44BQk,2018-06-27,0.0,True,0.554,0.589,G,-7.142,Minor,0.192,0.409,0.0,0.247,0.908,75.844,4.0,"Burna Boy, Aka",Feature,04:16,2018,June,Wednesday
Burna Boy,Talibans II,5zq5fYXIE7X842DD5HBiiB,Talibans II,4EouhaKTJkW8xRpLsCz7va,2023-07-20,66.0,True,0.914,0.505,A,-6.77,Minor,0.31,0.227,2.73e-06,0.132,0.54,102.937,4.0,Byron Messia,Single,02:56,2023,July,Thursday
Burna Boy,Talibans II - Bonus Track,1WsIk6g7dD8LZouywnzGUb,I Told Them...,1JzjwUKkPsdHg1SQ7qa5hc,2023-08-24,68.0,True,0.914,0.505,A,-6.77,Minor,0.31,0.227,2.73e-06,0.132,0.54,102.937,4.0,Byron Messia,Album,02:56,2023,August,Thursday
Skales,Temper - Remix,1A9LsiV1SRIOO1ORrRdZJH,Temper (Remix),0fR6dadbvy4R7CvBtGRL51,2016-12-23,0.0,False,0.846,0.907,F,-3.007,Minor,0.136,0.467,0.00191,0.0916,0.963,99.971,4.0,Burna Boy,Feature,03:52,2016,December,Friday
Burna Boy,"Tested, Approved & Trusted",4Lk9PYDhAucTZMyccvt66Z,I Told Them...,1JzjwUKkPsdHg1SQ7qa5hc,2023-08-24,69.0,False,0.821,0.482,F#/Gb,-9.976,Major,0.0941,0.161,2.71e-06,0.0885,0.647,93.043,4.0,,Album,03:40,2023,August,Thursday
Burna Boy,Thanks (feat. J. Cole),78JSv4VDMFtr3xCn9V8miW,I Told Them...,1JzjwUKkPsdHg1SQ7qa5hc,2023-08-24,57.0,True,0.738,0.648,A,-6.666,Major,0.172,0.646,0.0,0.0784,0.841,92.978,4.0,J. Cole,Album,03:31,2023,August,Thursday
Burna Boy,This Side (feat. YG),0fR6vGyAj509hVhmfFn7AV,African Giant,34vlTd4355ddD4q9pPsoqF,2019-07-25,43.0,True,0.663,0.646,C#/Db,-5.365,Minor,0.37,0.053,0.0,0.11,0.828,130.802,5.0,YG,Album,03:22,2019,July,Thursday
M.anifest,Tomorrow,2eG4u4LHx1LpNjokkvsNmn,The Gamble,2qhCjeSlCUR3EeSceXNWbo,2019-11-28,54.0,False,0.682,0.689,F,-5.272,Minor,0.174,0.438,3.79e-05,0.194,0.817,106.721,4.0,Burna Boy,Feature,03:22,2019,November,Thursday
Burna Boy,Toni-Ann Singh (feat. Popcaan),4bUe0OUcwdu85AMBkZzYFg,"Love, Damini",6kgDkAupBVRSqbJPUaTJwQ,2022-07-07,60.0,True,0.67,0.607,F,-6.44,Minor,0.444,0.396,0.0,0.238,0.863,199.666,4.0,Popcaan,Album,02:55,2022,July,Thursday
Burna Boy,Tonight,7mBq0ZB8bjoMviXOGaGDZz,L.I.F.E - Leaving an Impact for Eternity (Deluxe Edition),5t1QPMQ3ssvP9gLLRPIckA,2013-08-12,45.0,False,0.797,0.677,F,-6.575,Minor,0.0487,0.038,4.86e-06,0.0549,0.746,112.021,4.0,,Album,04:10,2013,August,Monday
Burna Boy,Trance,6QGD01eMx3grmAUcVpZMBr,On a Spaceship,4tjD2jPZdPe3nqop8En6zb,2015-11-25,21.0,False,0.882,0.828,A#/Bb,-9.649,Minor,0.152,0.204,0.000687,0.133,0.912,107.98,4.0,,Album,03:36,2015,November,Wednesday
Show Dem Camp,True Story,5yF6rAbpAvXL2oLUE1nIZ4,The Palmwine Express,7EMUWOg9KTQVsqFiy3oeLK,2019-12-13,0.0,False,0.829,0.666,C#/Db,-8.141,Minor,0.208,0.557,0.000961,0.0916,0.813,101.916,4.0,Burna Boy,Feature,03:54,2019,December,Friday
Burna Boy,Trumpet,691GUFRsGUAOHznX7xdCwW,"Best of Burn Series, Vol. 1",5lrPUSLO9MKGPi9SgaGNzw,2011-04-28,23.0,True,0.689,0.862,C,-7.704,Major,0.322,0.16,0.0,0.168,0.823,116.831,4.0,Davido,Compilation,04:23,2011,April,Thursday
LeriQ,Turn Up,05spGuR6Rh2u6X5tqBhfKK,The Lost Sounds,2L0hy6oP1fFAih809pgHQq,2015-08-28,0.0,False,0.553,0.782,C#/Db,-2.292,Major,0.232,0.101,0.0,0.138,0.634,124.937,4.0,"Burna Boy, Phyno",Feature,03:56,2015,August,Friday
Burna Boy,U Madt,4TK2yIQe8hb0xVDx44iEGU,"Best of Burn Series, Vol. 1",5lrPUSLO9MKGPi9SgaGNzw,2011-04-28,16.0,True,0.686,0.923,C,-6.668,Major,0.045,0.0129,0.0,0.112,0.879,145.017,4.0,,Compilation,02:32,2011,April,Thursday
Omar Sterling,Unruly,1tVFR2LnZxfa0TFHZS901j,Unruly,37Y8fXItutlacZVHdmtknH,2017-01-19,3.0,True,0.762,0.745,G,-7.174,Minor,0.32,0.474,0.0,0.0991,0.733,89.914,4.0,Burna Boy,Feature,03:41,2017,January,Thursday
Burna Boy,Vanilla,0jjH8vwVEENKNpDPWWOwuK,"Love, Damini",6kgDkAupBVRSqbJPUaTJwQ,2022-07-07,63.0,False,0.806,0.675,A,-7.225,Minor,0.0675,0.236,0.014,0.637,0.719,100.006,4.0,,Album,02:35,2022,July,Thursday
Burna Boy,Virgil,7m1P9yrQOpSUUyAO49RqHy,I Told Them...,1JzjwUKkPsdHg1SQ7qa5hc,2023-08-24,50.0,False,0.658,0.492,F,-10.301,Minor,0.322,0.985,9.26e-06,0.258,0.887,87.523,4.0,,Album,01:19,2023,August,Thursday
2Baba,We Must Groove (feat. Burna Boy),7gcSJyitQE3OUWhEI7YTkB,Warriors,5NqcaCfak06QPIY7gXFnsK,2020-02-28,34.0,False,0.715,0.917,A,-2.986,Minor,0.164,0.0689,9.67e-06,0.0799,0.791,173.898,4.0,Burna Boy,Feature,03:45,2020,February,Friday
Burna Boy,We On,3sd5uaDOiRJKnHYrWFYpxU,Redemption,0iFm8vnIeZcrxqAHIBsj6H,2016-09-23,34.0,True,0.593,0.46,C#/Db,-9.884,Major,0.261,0.412,3.16e-05,0.143,0.311,120.032,4.0,,EP,02:55,2016,September,Friday
Burna Boy,Wetin Dey Sup,4I93MxrTPIJkjKNVYW6yn7,Twice As Tall,4moiYbxseWbPD2moVhOYje,2020-08-12,36.0,False,0.737,0.577,C,-6.363,Minor,0.203,0.58,0.000272,0.351,0.695,101.824,4.0,,Album,03:37,2020,August,Wednesday
Burna Boy,Wetin Man Go Do,2xXRKDCqZYmbbwwIUerigW,African Giant,34vlTd4355ddD4q9pPsoqF,2019-07-25,52.0,False,0.857,0.787,D,-6.122,Minor,0.0736,0.28,3.25e-06,0.389,0.87,98.221,4.0,,Album,03:08,2019,July,Thursday
Burna Boy,Whiskey,4DPvMjCqZPTBDpahYjMSy2,"Love, Damini",6kgDkAupBVRSqbJPUaTJwQ,2022-07-07,46.0,False,0.679,0.455,G,-8.174,Minor,0.382,0.0492,0.00405,0.284,0.838,134.81,3.0,,Album,03:23,2022,July,Thursday
Burna Boy,Wickedest Luv,1cfwnh37JJrRUbl3Ys1Xbx,"Best of Burn Series, Vol. 1",5lrPUSLO9MKGPi9SgaGNzw,2011-04-28,23.0,False,0.81,0.652,C#/Db,-3.607,Minor,0.0944,0.0205,0.0,0.0973,0.294,99.002,4.0,L.O.S,Compilation,03:17,2011,April,Thursday
Burna Boy,Wild Dreams (feat. Khalid),2cgamRofJ1iWxAHD801DNu,"Love, Damini",6kgDkAupBVRSqbJPUaTJwQ,2022-07-07,61.0,False,0.515,0.612,G,-6.314,Major,0.06,0.0344,0.0,0.59,0.401,126.106,5.0,Khalid,Album,03:06,2022,July,Thursday
Angel feat. Burna Boy,Window,19CehsANyH1PItrwqA4PK3,Possession With Intent,3FfBqktD6ZQCnNQOec7FSf,2014-11-02,10.0,False,0.566,0.751,B,-2.53,Minor,0.116,0.049,2.81e-05,0.364,0.338,120.498,3.0,,Feature,03:30,2014,November,Sunday
Goody Grace,Winter (feat. Burna Boy),1X6gYzV8Qxi6TV8ylK2E9T,Don't Forget Where You Came From,3kYDYtruq1Vw1INE5UjV3u,2021-02-26,30.0,True,0.72,0.529,F#/Gb,-6.096,Major,0.128,0.083,7.19e-05,0.105,0.36,77.502,4.0,Burna Boy,Feature,02:29,2021,February,Friday
Chopstix,Woman,64HvD1xJ81fCHFmA0Xfjla,Woman,0JvKr750QYCcpEIpc5FSpr,2017-01-04,0.0,True,0.771,0.653,A#/Bb,-8.353,Minor,0.0497,0.0704,0.0,0.0515,0.721,104.108,4.0,"Yung L, Burna Boy",Feature,02:50,2017,January,Wednesday
Burna Boy,Won Da Mo,4UG8EvmP7R5fTSIuCn8B8V,Best of Burna Boy,1FjaEQoMFoN5PtDsLcCcO7,2017-07-04,34.0,True,0.711,0.901,G,-4.945,Major,0.178,0.011,0.0,0.102,0.586,152.045,4.0,Dbanj,Compilation,04:12,2017,July,Tuesday
P.R.E.,Wonleto,3GilHeQVU1hjk8dYC3eyGY,Wonleto,2fVWQn7pG564vBfnLsCTmC,2017-02-19,19.0,False,0.646,0.931,D#/Eb,-1.498,Minor,0.122,0.519,0.0,0.125,0.939,68.702,3.0,Burna Boy,Feature,03:16,2017,February,Sunday
DJ Tarico,Yaba Buluku (feat. Preck & Nelson Tivane) - Remix,3KD8PhFfq5zQBAwwRvzG1i,Yaba Buluku (feat. Preck & Nelson Tivane) [Remix],1vc9def4aoS2RJZJzyw5Vi,2021-06-21,54.0,False,0.817,0.899,D,-5.531,Major,0.0786,0.342,0.0,0.5,0.743,111.976,4.0,"Burna Boy, Preck, Nelson Tivane",Feature,03:34,2021,June,Monday
Burna Boy,YawaDey,6AvkkIpvCAwNEf3lFkJdDY,Best of Burna Boy,1FjaEQoMFoN5PtDsLcCcO7,2017-07-04,38.0,True,0.795,0.577,F#/Gb,-10.143,Major,0.0645,0.0135,0.000147,0.0632,0.728,102.993,4.0,,Compilation,03:57,2017,July,Tuesday
Burna Boy,Ye,3FskQrDXcY24ur2fCvz35O,Outside,26du6obYLeY1vf6xIJ1l0D,2018-01-26,72.0,True,0.503,0.592,F,-5.923,Minor,0.444,0.0181,0.00014,0.169,0.344,201.85,4.0,,Album,03:51,2018,January,Friday
Lily Allen,Your Choice (feat. Burna Boy),49HM5sZr87pUMEglnq6AP4,No Shame,0DriDL7OcMeMENJWAElSYL,2018-06-08,35.0,True,0.817,0.616,E,-5.003,Major,0.0402,0.128,9.9e-05,0.0917,0.621,102.005,4.0,Burna Boy,Feature,03:42,2018,June,Friday
Rita Ora,Your Song (feat. Burna Boy) - TeamSalut Remix,2b9ddiYfF6muHsWdtcjCAb,Your Song (feat. Burna Boy) [TeamSalut Remix],7iZf139fgLlLKqoOQx7eFn,2017-07-17,22.0,False,0.757,0.386,A#/Bb,-16.194,Minor,0.074,0.0419,6.19e-05,0.191,0.737,117.958,4.0,"Burna Boy, Team Salut",Feature,04:00,2017,July,Monday
